UAI,Nom,Type,Statut,Adresse,Code_Postal,Commune,Téléphone,Mail,REP ?,Circo 1er degre,latitude,longitude,Réseau
0840344T,École maternelle Jean Giono,École,Public,rue du 19 Mars 1962,84500,Bollène,04 90 30 36 73,ce.0840344T@ac-aix-marseille.fr,REP,Bollène,44.28424101583784,4.748928251776427,Haut Vaucluse
0840348X,École élémentaire Frédéric Mistral,École,Public,avenue Pierre de Coubertin,84150,Jonquières,04 90 70 62 55,ce.0840348X@ac-aix-marseille.fr,,Orange,44.11408720895583,4.904415276233664,Haut Vaucluse
0840349Y,École élémentaire Docteur Alphonse Boucher,École,Public,21 avenue de la Libération,84150,Jonquières,04 13 07 20 10,ce.0840349Y@ac-aix-marseille.fr,,Orange,44.11505088934055,4.902114407484366,Haut Vaucluse
0840350Z,École primaire Lagarde Paréol,École,Public,rue de la Mairie,84290,Lagarde-Paréol,04 90 30 71 97,ce.0840350Z@ac-aix-marseille.fr,,Bollène,44.227933418052416,4.851168106590018,Haut Vaucluse
0840356F,École élémentaire publique Jean Moulin,École,Public,quartier les Grès,84430,Mondragon,04 90 40 81 54,ce.0840356F@ac-aix-marseille.fr,,Bollène,44.23554185851483,4.715939652875896,Haut Vaucluse
0840358H,École maternelle Albert Camus,École,Public,rue Joachim du Bellay,84100,Orange,04 90 51 19 85,ce.0840358H@ac-aix-marseille.fr,REP,Orange,44.1492918656652,4.806113697405564,Haut Vaucluse
0840359J,École élémentaire la Deymarde,École,Public,377 rue Rodolphe d'Aymard,84100,Orange,04 90 51 38 40,ce.0840359J@ac-aix-marseille.fr,,Orange,44.13458264945639,4.817399583561572,Haut Vaucluse
0840360K,École élémentaire le Castel,École,Public,avenue Charles de Gaulle,84100,Orange,04 90 51 38 21,ce.0840360K@ac-aix-marseille.fr,,Orange,44.13513202635309,4.801132385140828,Haut Vaucluse
0840362M,École maternelle le Castel,École,Public,3 avenue Félix Ripert,84100,Orange,04 90 51 38 22,ce.0840362M@ac-aix-marseille.fr,,Orange,44.130565079757005,4.800241492141745,Haut Vaucluse
0840363N,École maternelle Jean Moulin,École,Public,quartier les Grès,84430,Mondragon,04 90 40 87 37,ce.0840363N@ac-aix-marseille.fr,,Bollène,44.23510562606828,4.715970294007038,Haut Vaucluse
0840367T,École maternelle Pourtoules,École,Public,cours Pourtoules,84100,Orange,04 90 51 38 66,ce.0840367T@ac-aix-marseille.fr,,Orange,44.1351183590481,4.81185010479298,Haut Vaucluse
0840368U,École élémentaire Jean Moulin,École,Public,8 avenue Emmanuel Vitria,84860,Caderousse,04 90 51 91 04,ce.0840368U@ac-aix-marseille.fr,,Orange,44.104266054231424,4.753665431547961,Haut Vaucluse
0840370W,École maternelle Jean-Henri Fabre,École,Public,163 route de Tarascon,84000,Avignon,04 13 60 50 25,ce.0840370W@ac-aix-marseille.fr,REP+,Avignon 2,43.93013947466345,4.810089484364571,Avignon
0840371X,École élémentaire Jean-Henri Fabre A,École,Public,163 ter avenue de Tarascon,84000,Avignon,04 13 60 50 29,ce.0840371X@ac-aix-marseille.fr,REP+,Avignon 2,43.93023497874217,4.810844850375821,Avignon
0840372Y,École élémentaire Frédéric Mistral,École,Public,8 rue Frédéric Mistral,84000,Avignon,04 13 60 53 58,ce.0840372Y@ac-aix-marseille.fr,,Avignon 1,43.94582700881892,4.806835804802889,Avignon
0840373Z,École maternelle Roland Scheppler,École,Public,1 rue Jean Baptiste Marcet,84000,Avignon,04 13 60 53 43,ce.0840373Z@ac-aix-marseille.fr,REP,Avignon 1,43.93596023795919,4.799346772518903,Avignon
0840375B,École élémentaire Roland Scheppler,École,Public,2 rue Jean de Louvres,84000,Avignon,04 13 60 53 63,ce.0840375B@ac-aix-marseille.fr,REP,Avignon 1,43.93685616049454,4.798348548141511,Avignon
0840377D,École maternelle la Trillade,École,Public,95 avenue des Sources,84000,Avignon,04 13 60 50 08,ce.0840377D@ac-aix-marseille.fr,REP+,Avignon 2,43.93208493563756,4.821616002675429,Avignon
0840379F,École maternelle Sixte Isnard,École,Public,31 ter avenue de la Trillade,84000,Avignon,04 13 60 53 46,ce.0840379F@ac-aix-marseille.fr,,Avignon 2,43.94062148258227,4.817671494668188,Avignon
0840381H,École élémentaire Sixte Isnard,École,Public,31 ter avenue de la Trillade,84000,Avignon,04 13 60 53 66,ce.0840381H@ac-aix-marseille.fr,,Avignon 2,43.94061733935106,4.8179205264565415,Avignon
0840382J,École élémentaire Saint Gabriel,École,Public,378 chemin des Cris Verts,84000,Avignon,04 90 88 52 05,ce.0840382J@ac-aix-marseille.fr,,Avignon 2,43.92397342995937,4.8360173632864525,Avignon
0840383K,École élémentaire Saint Ruf,École,Public,2 place Saint-Ruf,84000,Avignon,04 13 60 53 33,ce.0840383K@ac-aix-marseille.fr,,Avignon 1,43.93590569746996,4.810385793145591,Avignon
0840384L,École élémentaire Jean-Henri Fabre B,École,Public,163 ter route de Tarascon,84000,Avignon,04 13 60 50 34,ce.0840384L@ac-aix-marseille.fr,REP+,Avignon 2,43.92940288229844,4.809560414666128,Avignon
0840385M,École maternelle les Rotondes,École,Public,10 boulevard du Midi,84000,Avignon,04 13 60 53 45,ce.0840385M@ac-aix-marseille.fr,REP+,Avignon 2,43.93617565529007,4.8252159606808025,Avignon
0840387P,École élémentaire les Rotondes,École,Public,2 impasse des Ecoles,84000,Avignon,04 13 60 53 64,ce.0840387P@ac-aix-marseille.fr,REP+,Avignon 2,43.936528734568704,4.825365533121749,Avignon
0840388R,École maternelle Frédéric Mistral,École,Public,8 rue Frédéric Mistral,84000,Avignon,04 13 60 53 40,ce.0840388R@ac-aix-marseille.fr,,Avignon 1,43.9460069542165,4.806841504751841,Avignon
0840390T,École élémentaire Bouquerie,École,Public,6 rue Pourquery de Boisserin,84000,Avignon,04 13 60 53 56,ce.0840390T@ac-aix-marseille.fr,,Avignon 1,43.9465174066846,4.8047146511875285,Avignon
0840391U,École primaire Courtine,École,Public,65 chemin de Gigognan,84000,Avignon,04 90 82 02 64,ce.0840391U@ac-aix-marseille.fr,,Avignon 1,43.92887921907022,4.779737689517631,Avignon
0840392V,École maternelle l'Arrousaire,École,Public,46 avenue de l'Arrousaire,84000,Avignon,04 13 60 51 10,ce.0840392V@ac-aix-marseille.fr,,Avignon 1,43.93806710920551,4.8137481761999545,Avignon
0840396Z,École élémentaire Grands Cyprès A,École,Public,4 rue du Duc de Cumberland,84000,Avignon,04 13 60 52 40,ce.0840396Z@ac-aix-marseille.fr,REP+,Avignon 2,43.93053335815012,4.82892174313768,Avignon
0840397A,École élémentaire Grands Cyprès B,École,Public,4 rue du Duc de Cumberland,84000,Avignon,04 13 60 52 41,ce.0840397A@ac-aix-marseille.fr,REP+,Avignon 2,43.9303534155556,4.8289159751101565,Avignon
0840398B,École maternelle Grands Cyprès,École,Public,2 rue du Duc de Cumberland,84000,Avignon,04 13 60 52 43,ce.0840398B@ac-aix-marseille.fr,REP+,Avignon 2,43.92959212641447,4.829114531772079,Avignon
0840399C,École élémentaire Louis Gros,École,Public,46 impasse Monplaisir,84000,Avignon,04 13 60 50 52,ce.0840399C@ac-aix-marseille.fr,REP,Avignon 1,43.93474188625144,4.799807866729082,Avignon
0840401E,École maternelle Louis Gros,École,Public,avenue Monplaisir,84000,Avignon,04 13 60 50 53,ce.0840401E@ac-aix-marseille.fr,REP,Avignon 1,43.936678077020176,4.802381580569078,Avignon
0840402F,École primaire Marcel Perrin,École,Public,22 avenue Monclar,84000,Avignon,04 13 60 51 36,ce.0840402F@ac-aix-marseille.fr,,Avignon 1,43.93922500294967,4.80574468879639,Avignon
0840405J,École maternelle les Ortolans,École,Public,rue des Ortolans,84000,Avignon,04 90 82 25 49,ce.0840405J@ac-aix-marseille.fr,,Avignon 1,43.94709116514673,4.804967044221,Avignon
0840406K,École maternelle Jacques Prévert,École,Public,301 boulevard Saint Roch,84320,Entraigues-sur-la-Sorgue,04 90 83 17 01,ce.0840406K@ac-aix-marseille.fr,,Avignon 3,44.0023582287799,4.92715341241678,Avignon
0840407L,École élémentaire Marie Mauron,École,Public,229 boulevard Saint Roch,84320,Entraigues-sur-la-Sorgue,04 90 83 18 58,ce.0840407L@ac-aix-marseille.fr,,Avignon 3,44.0012934856643,4.926882934156753,Avignon
0840408M,École élémentaire Robert Desnos,École,Public,82 allée des Jonquilles,84320,Entraigues-sur-la-Sorgue,04 90 83 15 71,ce.0840408M@ac-aix-marseille.fr,,Avignon 3,43.99859383910924,4.927840489118195,Avignon
0840411R,École maternelle Sénateur Béraud,École,Public,114 place du Sénateur Béraud,84170,Monteux,04 90 66 28 82,ce.0840411R@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.03669590812357,5.000077701308586,Ventoux
0840412S,École primaire Marcel Pagnol,École,Public,avenue Edouard Grangier,84170,Monteux,04 90 66 28 58,ce.0840412S@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.03809630518011,5.002515595808996,Ventoux
0840413T,École élémentaire Sénateur Béraud,École,Public,180 place du Sénateur Béraud,84170,Monteux,04 90 66 22 58,ce.0840413T@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.03657567347564,4.998971506110119,Ventoux
0840414U,École maternelle des P'tits Mousses,École,Public,boulevard du Couvent,84260,Sarrians,04 90 12 21 12,ce.0840414U@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.08312059559036,4.972315374596791,Ventoux
0840415V,École élémentaire Paul Cézanne,École,Public,boulevard du Couvent,84260,Sarrians,04 90 12 21 11,ce.0840415V@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.08307736684875,4.974564567839368,Ventoux
0840416W,École élémentaire Marie Mauron,École,Public,boulevard du Couvent,84260,Sarrians,04 90 12 21 10,ce.0840416W@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.083111603021806,4.972814661644102,Ventoux
0840417X,École élémentaire Henri Bosco,École,Public,boulevard Camille Pelletan,84400,Apt,04 90 04 68 83,ce.0840417X@ac-aix-marseille.fr,,Apt,43.87339236698513,5.398078939104083,Luberon
0840418Y,École élémentaire Jean Giono,École,Public,boulevard Camille Pelletan,84400,Apt,04 90 04 88 82,ce.0840418Y@ac-aix-marseille.fr,,Apt,43.873384168443344,5.398451973899913,Luberon
0840419Z,École maternelle la Ruche,École,Public,rue Gambetta,84400,Apt,04 90 04 69 52,ce.0840419Z@ac-aix-marseille.fr,,Apt,43.87493863887563,5.396011825081057,Luberon
0840422C,École maternelle Joliot-Curie,École,Public,20 boulevard Maréchal Leclerc,84500,Bollène,04 90 40 51 28,ce.0840422C@ac-aix-marseille.fr,REP,Bollène,44.28048218152925,4.7431977498862095,Haut Vaucluse
0840424E,École élémentaire Bonnieux,École,Public,avenue Aristide Briand,84480,Bonnieux,04 90 75 85 56,ce.0840424E@ac-aix-marseille.fr,,Apt,43.82301196534754,5.3055480266092125,Luberon
0840428J,École maternelle du Cèdre,École,Public,boulevard de la Liberté,84160,Cadenet,04 90 68 02 54,ce.0840428J@ac-aix-marseille.fr,,Pertuis,43.73445384230445,5.377257450533759,Sainte Victoire
0840430L,École élémentaire Caseneuve,École,Public,le bourg,84750,Caseneuve,04 90 75 25 97,ce.0840430L@ac-aix-marseille.fr,,Apt,43.886964692963815,5.484082501692826,Luberon
0840432N,École primaire Robert Fauque,École,Public,102 chemin du Stade,84160,Cucuron,04 90 77 22 74,ce.0840432N@ac-aix-marseille.fr,,Pertuis,43.77652865514668,5.439041091417962,Sainte Victoire
0840434R,École élémentaire les Ocres,École,Public,400 avenue des Cordiers,84400,Gargas,04 90 74 15 05,ce.0840434R@ac-aix-marseille.fr,,Apt,43.90160974138414,5.358002218518913,Luberon
0840437U,Collège Henri Boudon,Collège,Public,1 rue Jules Ferry,84500,Bollène,04 90 30 56 48,ce.0840437U@ac-aix-marseille.fr,,ASH Vaucluse,44.2914897082735,4.751134854041985,Haut Vaucluse
0840438V,École primaire les Couleaux,École,Public,73 route de la Sainte,84220,Joucas,04 90 05 70 05,ce.0840438V@ac-aix-marseille.fr,,Apt,43.92517887306483,5.255573347088707,Luberon
0840439W,École primaire Lacoste,École,Public,route de Bonnieux,84480,Lacoste,04 90 75 88 67,ce.0840439W@ac-aix-marseille.fr,,Apt,43.83092580932774,5.273240894736071,Luberon
0840441Y,École maternelle des Aires,École,Public,rue Louis Mourre,84360,Lauris,04 90 08 35 72,ce.0840441Y@ac-aix-marseille.fr,,Pertuis,43.747843230711645,5.31729119096481,Sainte Victoire
0840444B,École élémentaire Lioux,École,Public,quartier de la Combe,84220,Lioux,04 90 05 65 24,ce.0840444B@ac-aix-marseille.fr,,Apt,43.94653072504269,5.301349716746709,Luberon
0840447E,École primaire Merindol,École,Public,19 rue des Ecoles,84360,Mérindol,04 90 72 83 85,ce.0840447E@ac-aix-marseille.fr,,Cavaillon,43.752692080396415,5.20222974489109,Luberon
0840449G,École élémentaire Murs,École,Public,le Bourg,84220,Murs,04 90 72 63 19,ce.0840449G@ac-aix-marseille.fr,,Apt,43.95172538426216,5.241860361936023,Luberon
0840453L,École primaire,École,Public,2 impasse,84400,Rustrel,04 90 04 91 42,ce.0840453L@ac-aix-marseille.fr,,Apt,43.92336906637128,5.4832134435430895,Luberon
0840454M,École primaire Jean Milon,École,Public,route Auribeau,84400,Saignon,04 90 74 39 81,ce.0840454M@ac-aix-marseille.fr,,Apt,43.861781079386006,5.430126238673093,Luberon
0840456P,École élémentaire St Martin de Castillon,École,Public,184 rue du Brador,84750,Saint-Martin-de-Castillon,04 90 75 27 67,ce.0840456P@ac-aix-marseille.fr,,Apt,43.851132865715925,5.5189036508020255,Luberon
0840457R,École maternelle le Boisset,École,Public,hameau le Boisset,84750,Saint-Martin-de-Castillon,04 90 75 27 96,ce.0840457R@ac-aix-marseille.fr,,Apt,43.84958322821954,5.518167218138623,Luberon
0840459T,École primaire Empereur,École,Public,quartier Gravière,84490,Saint-Saturnin-lès-Apt,04 90 75 40 67,ce.0840459T@ac-aix-marseille.fr,,Apt,43.94221691630705,5.38242578103506,Luberon
0840460U,École primaire la Tuilière,École,Public,la Tuiliere,84490,Saint-Saturnin-lès-Apt,09 71 55 66 34,ce.0840460U@ac-aix-marseille.fr,,Apt,43.93055045166078,5.3175794741332725,Luberon
0840461V,École primaire Vaugines,École,Public,89 cours Saint-Louis,84160,Vaugines,04 90 77 21 21,ce.0840461V@ac-aix-marseille.fr,,Pertuis,43.7785489133012,5.415767341278456,Sainte Victoire
0840462W,École primaire Viens,École,Public,quartier Blaquieres rue G Bonnefoy,84750,Viens,04 90 75 23 91,ce.0840462W@ac-aix-marseille.fr,,Apt,43.89391216610676,5.564208611285715,Luberon
0840463X,École primaire Villars,École,Public,rue Grande Fontaine,84400,Villars,04 90 75 40 55,ce.0840463X@ac-aix-marseille.fr,,Apt,43.92284004352421,5.405269531740083,Luberon
0840466A,École élémentaire Marius Richard,École,Public,160 avenue Jean Moulin,84530,Villelaure,04 90 09 95 53,ce.0840466A@ac-aix-marseille.fr,,Pertuis,43.70922492655824,5.432837179495411,Sainte Victoire
0840467B,École élémentaire Simone Veil,École,Public,rue André de Richaud,84210,Althen-des-Paluds,04 90 62 00 29,ce.0840467B@ac-aix-marseille.fr,,Avignon 1,44.00233206855349,4.962043387654109,Avignon
0840468C,École élémentaire la Trillade B,École,Public,75 avenue des Sources,84000,Avignon,04 13 60 53 77,ce.0840468C@ac-aix-marseille.fr,REP+,Avignon 2,43.93282670587556,4.82031929687043,Avignon
0840469D,École élémentaire la Garenne,École,Public,109 allée Nicolas Mignard,84810,Aubignan,04 90 62 61 19,ce.0840469D@ac-aix-marseille.fr,,Carpentras,44.09975508440857,5.023546624557605,Ventoux
0840471F,École maternelle Aubignan,École,Public,109 allée Nicolas Mignard,84810,Aubignan,04 90 62 72 34,ce.0840471F@ac-aix-marseille.fr,,Carpentras,44.09976200253192,5.02317205584836,Ventoux
0840473H,École primaire le Barroux,École,Public,40 chemin Neuf,84330,le Barroux,04 90 62 53 66,ce.0840473H@ac-aix-marseille.fr,,Carpentras,44.13542472116012,5.099912102360851,Ventoux
0840474J,École élémentaire Jacques Prévert,École,Public,35 allée Saint-Roch,84190,Beaumes-de-Venise,04 90 62 90 48,ce.0840474J@ac-aix-marseille.fr,,Carpentras,44.11947215147031,5.030383543122752,Ventoux
0840481S,École primaire St-Esteve (Blauvac),École,Public,69 chemin de Saint Esteve,84570,Blauvac,04 90 61 95 46,ce.0840481S@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.040261854765234,5.21798000796099,Ventoux
0840483U,École élémentaire Caromb,École,Public,90 avenue Charles de Gaulle,84330,Caromb,04 90 62 41 92,ce.0840483U@ac-aix-marseille.fr,,Carpentras,44.112414340890815,5.10776916937134,Ventoux
0840484V,École élémentaire Émile Bouche,École,Public,6 rue de Cohorn,84200,Carpentras,04 90 63 06 45,ce.0840484V@ac-aix-marseille.fr,REP+,Carpentras,44.0531697900193,5.046778344818369,Ventoux
0840485W,École élémentaire Canton Nord Groupe A,École,Public,120 boulevard Alfred Rogier,84200,Carpentras,04 90 63 04 26,ce.0840485W@ac-aix-marseille.fr,,Carpentras,44.05739602761491,5.050572055164468,Ventoux
0840486X,École élémentaire Canton Nord Groupe B,École,Public,169 boulevard Alfred Rogier,84200,Carpentras,04 90 63 08 68,ce.0840486X@ac-aix-marseille.fr,,Carpentras,44.05712315460436,5.051152747431505,Ventoux
0840489A,École maternelle la Roseraie,École,Public,27 rue Alfred de Vigny,84200,Carpentras,04 90 63 08 77,ce.0840489A@ac-aix-marseille.fr,,Carpentras,44.05816479696895,5.045765630916394,Ventoux
0840492D,École maternelle la Quintine,École,Public,205 rue Marie-Therese Chalon,84200,Carpentras,04 90 63 14 75,ce.0840492D@ac-aix-marseille.fr,REP+,Carpentras,44.05471928565357,5.038815561886223,Ventoux
0840493E,École élémentaire les Amandiers B,École,Public,30 impasse Seghers,84200,Carpentras,04 90 63 21 32,ce.0840493E@ac-aix-marseille.fr,REP,Carpentras,44.05128032373423,5.042327543237472,Ventoux
0840494F,École élémentaire les Amandiers A,École,Public,30 impasse Seghers,84200,Carpentras,04 90 63 02 89,ce.0840494F@ac-aix-marseille.fr,REP,Carpentras,44.05104957537291,5.042631346713245,Ventoux
0840495G,École maternelle les Amandiers,École,Public,56 impasse Seghers,84200,Carpentras,04 90 63 08 64,ce.0840495G@ac-aix-marseille.fr,REP,Carpentras,44.0539818163643,5.033206382595028,Ventoux
0840496H,École élémentaire Alice Reynaud,École,Public,287 chemin de l'Hermitage,84200,Carpentras,04 90 63 29 47,ce.0840496H@ac-aix-marseille.fr,,Carpentras,44.082869461068256,5.065690161567592,Ventoux
0840499L,École élémentaire Gandie,École,Public,50 rue Ev. Bernardi de Valernes,84200,Carpentras,04 90 63 09 82,ce.0840499L@ac-aix-marseille.fr,,Carpentras,44.0503754814506,5.0451736839029095,Ventoux
0840500M,École maternelle Gandié,École,Public,50 rue Evariste Bernardi de Valernes,84200,Carpentras,04 90 63 16 95,ce.0840500M@ac-aix-marseille.fr,,Carpentras,44.05010556709027,5.045163988715426,Ventoux
0840501N,École maternelle Cité Verte,École,Public,146 chemin Saint Labre,84200,Carpentras,04 90 63 15 52,ce.0840501N@ac-aix-marseille.fr,,Carpentras,44.05350547486884,5.052555424616401,Ventoux
0840502P,École maternelle Allée des Soupirs,École,Public,120 allée des Soupirs,84200,Carpentras,04 90 63 18 67,ce.0840502P@ac-aix-marseille.fr,REP+,Carpentras,44.05338971751072,5.043102299345169,Ventoux
0840503R,École primaire les Garrigues,École,Public,route de Velleron,84200,Carpentras,04 90 63 11 18,ce.0840503R@ac-aix-marseille.fr,,Carpentras,44.02262230082591,5.035963681474304,Ventoux
0840506U,École primaire Flassan,École,Public,103 le Nouveau cours,84410,Flassan,04 90 61 84 08,ce.0840506U@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.09913380947529,5.2416635890012655,Ventoux
0840508W,École primaire Gigondas,École,Public,83 rue de la Libération,84190,Gigondas,04 90 65 67 62,ce.0840508W@ac-aix-marseille.fr,,Carpentras,44.16481527646241,5.0058129176247474,Ventoux
0840511Z,École élémentaire Félix Gras,École,Public,150 route de Méthamis,84570,Malemort-du-Comtat,04 90 69 72 17,ce.0840511Z@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.0152777409589,5.166177536077898,Ventoux
0840514C,École maternelle la Condamine,École,Public,394 chemin des Ecoliers,84380,Mazan,04 90 69 72 10,ce.0840514C@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.05582032011851,5.126322152900667,Ventoux
0840515D,École primaire Methamis,École,Public,chemin de Bel Air,84570,Méthamis,04 90 61 83 20,ce.0840515D@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.01273888230162,5.224447507299851,Ventoux
0840516E,École élémentaire Modène,École,Public,83 route de St Pierre,84330,Modène,04 90 62 53 69,ce.0840516E@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.10320620229388,5.124554833359043,Ventoux
0840518G,École élémentaire Mormoiron,École,Public,321 avenue la Venue de Mazan,84570,Mormoiron,04 90 61 76 11,ce.0840518G@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.06577438740289,5.179444946114575,Ventoux
0840538D,École primaire privée Champfleury,École,Privé,88 avenue de Tarascon,84000,Avignon,04 90 16 47 60,d.ecole@trinitaires84.org,,Avignon 1,43.936302060582,4.810151717978192,Avignon
0840539E,École primaire privée Notre Dame du Sourire,École,Privé,Croix de Pierre,84370,Bédarrides,04 90 33 02 19,ce.0840539E@ac-aix-marseille.fr,,Orange,44.039823062881766,4.89533986119162,Haut Vaucluse
0840542H,École primaire privée St Andéol,École,Privé,place Saint Andéol,84850,Camaret-sur-Aigues,04 90 37 25 59,ce.0840542H@ac-aix-marseille.fr,,Orange,44.16400627256015,4.873690172321309,Haut Vaucluse
0840545L,École primaire privée Notre-Dame du Sacré-Coeur,École,Privé,boulevard Gambetta,84350,Courthézon,04 90 70 84 29,ce.0840545L@ac-aix-marseille.fr,,Orange,44.08487875329775,4.887143262185924,Haut Vaucluse
0840547N,École primaire privée Saint Joseph,École,Privé,avenue Jean Jaurès,84210,Pernes-les-Fontaines,04 90 61 30 54,ce.0840547N@ac-aix-marseille.fr,,L'Isle sur la Sorgue,43.997032034979895,5.056188488806439,Ventoux
0840553V,École primaire privée Marie Rivier,École,Privé,215 avenue du Griffon,84700,Sorgues,04 90 39 70 71,direction.ecole.marie.rivier@wanadoo.fr,,Avignon 3,44.01137319155739,4.874742092324758,Avignon
0840555X,École primaire privée St Jean le Baptiste,École,Privé,20 rue Jean Xxiii,84600,Valréas,04 90 35 03 28,ecolesaintgabriel@orange.fr,,Bollène,44.380770864633455,4.9880450357525685,Haut Vaucluse
0840556Y,École primaire privée Notre-Dame,École,Privé,240 boulevard Edouard Daladier,84100,Orange,04 90 34 10 93,ce.0840556Y@ac-aix-marseille.fr,,Orange,44.13834783979058,4.808898908903931,Haut Vaucluse
0840558A,École élémentaire privée de Causans,École,Privé,hameau de Causans,84150,Jonquières,04 90 70 61 65,ce.0840558A@ac-aix-marseille.fr,,Orange,44.11979889457414,4.909479418410712,Haut Vaucluse
0840563F,École primaire privée Notre-Dame,École,Privé,28 boulevard de la Libération,84150,Jonquières,04 90 70 61 17,ce.0840563F@ac-aix-marseille.fr,,Orange,44.11514219640596,4.901262685049246,Haut Vaucluse
0840574T,École maternelle les Vallades,École,Public,quartier les Vallades,84800,L'Isle-sur-la-Sorgue,04 90 38 00 51,ce.0840574T@ac-aix-marseille.fr,,L'Isle sur la Sorgue,43.92821433461309,5.053490470624542,Luberon
0840575U,École élémentaire Joliot-Curie,École,Public,chemin de la Planque,84300,Cavaillon,04 90 71 09 57,ce.0840575U@ac-aix-marseille.fr,,Cavaillon,43.829450796910855,5.039778903801482,Luberon
0840583C,Collège Denis Diderot,Collège,Public,579 avenue G-A Michel,84701,Sorgues,04 90 39 22 16,ce.0840583C@ac-aix-marseille.fr,,ASH Vaucluse,44.008722158521294,4.886459609512724,Avignon
0840585E,Collège Jean Bouin,Collège,Public,avenue Jean Bouin,84802,L'Isle-sur-la-Sorgue,04 90 38 02 55,ce.0840585E@ac-aix-marseille.fr,,ASH Vaucluse,43.92200061427671,5.0448136337951714,Luberon
0840587G,École maternelle Frédéric Mistral,École,Public,avenue Pierre de Coubertin,84150,Jonquières,04 90 70 61 48,ce.0840587G@ac-aix-marseille.fr,,Orange,44.1140937198857,4.90404059909777,Haut Vaucluse
0840592M,École élémentaire des Aires,École,Public,rue Louis Mourre,84360,Lauris,04 90 08 26 13,ce.0840592M@ac-aix-marseille.fr,,Pertuis,43.74783530889013,5.317663418994868,Sainte Victoire
0840593N,École élémentaire Public Françoise Dolto,École,Public,rue des Bourgades,84550,Mornas,04 90 37 01 10,ce.0840593N@ac-aix-marseille.fr,,Bollène,44.201282137838575,4.729433267028886,Haut Vaucluse
0840594P,École primaire le Grès,École,Public,2557 route du Grès,84100,Orange,04 90 51 38 38,ce.0840594P@ac-aix-marseille.fr,,Orange,44.10803937690319,4.802522370170887,Haut Vaucluse
0840595R,École primaire les Sables,École,Public,rue des Pyrénées,84100,Orange,04 90 51 38 44,ce.0840595R@ac-aix-marseille.fr,,Orange,44.12662469746616,4.825108333889721,Haut Vaucluse
0840598U,École primaire de la Combe,École,Public,134 chemin Vallon de la Combe,84300,Taillades,04 90 71 11 76,ce.0840598U@ac-aix-marseille.fr,,Cavaillon,43.83437669048375,5.089939957149394,Luberon
0840606C,Lycée professionnel Agricole la Ricarde,Lycée,Public,1016 avenue Jean Bouin,84800,L'Isle-sur-la-Sorgue,04 90 38 03 35,lpa.sorgue@educagri.fr,,,43.92517448266341,5.03567903623877,Luberon
0840607D,Lycée d'enseignement général et technologique Agricole Louis Giraud,Lycée,Public,310 chemin de l'Hermitage,84200,Carpentras,04 90 60 80 80,legta.carpentras@educagri.fr,,,44.08347592574415,5.0638948203435525,Ventoux
0840613K,École primaire privée la Nativité,École,Privé,5 rue Capty,84100,Orange,04 90 34 88 03,ce.0840613K@ac-aix-marseille.fr,,Orange,44.1384427083634,4.815957781459201,Haut Vaucluse
0840614L,Ensemble Scolaire Notre Dame,École,Privé,150 chemin de Val Joanis,84120,Pertuis,04 90 07 42 01,ce.0840614L@ac-aix-marseille.fr,,Pertuis,43.723999529913634,5.548181186215115,Sainte Victoire
0840615M,École primaire privée Saint Charles,École,Privé,197 cours Carnot,84300,Cavaillon,04 90 78 04 88,dir-primaire@stcharles84.org,,Cavaillon,43.83627406293253,5.035552858054381,Luberon
0840617P,École primaire privée Notre-Dame du Bon Accueil,École,Privé,22 rue du Commandant Pellegrin,84170,Monteux,04 90 66 31 18,ce.0840617P@ac-aix-marseille.fr,,L'Isle sur la Sorgue,44.03536354175424,4.992868871924815,Ventoux
0840621U,École primaire privée Marie Pila,École,Privé,18 rue des Marins,84200,Carpentras,04 90 63 17 31,ce.0840621U@ac-aix-marseille.fr,,Carpentras,44.053964724168495,5.049042785423306,Ventoux
0840622V,École primaire privée Sainte Marie,École,Privé,boulevard Victor Hugo,84500,Bollène,04 90 30 44 98,ce.0840622V@ac-aix-marseille.fr,,Bollène,44.28049728028851,4.751704081531511,Haut Vaucluse
0840623W,École primaire privée Saint Sébastien,École,Privé,quartier des Moulins,84190,Beaumes-de-Venise,04 90 65 03 28,ecolesaintsebastien@orange.fr,,Carpentras,44.12267380081397,5.035624902004558,Ventoux
0840628B,École primaire privée du Sacré-Coeur,École,Privé,boulevard National,84400,Apt,04 90 74 23 72,ce.0840628B@ac-aix-marseille.fr,,Apt,43.87409017968495,5.39606832546397,Luberon
